2024-09-26 12:50:11, 20, 20
2024-09-26 12:50:58, 8, 8
2024-09-26 12:51:27, 16, 16
2024-09-26 12:52:35, 14, 15
2024-09-26 12:53:59, 17, 18
2024-09-26 12:56:08, 18, 19
2024-09-26 12:59:05, 19, 20
2024-09-26 13:03:06, 19, 20
2024-09-26 13:08:00, 19, 20
2024-09-26 13:13:59, 18, 19
2024-09-26 13:20:49, 18, 19
2024-09-26 13:28:51, 19, 20
2024-09-26 13:38:15, 19, 20
2024-09-26 13:47:44, 7, 8
2024-09-26 13:51:24, 0, 1
2024-09-26 13:51:54, 0, 1
2024-09-26 13:52:24, 0, 1
2024-09-26 13:52:53, 0, 1
2024-09-26 13:53:22, 0, 1
2024-09-26 13:53:51, 0, 1
2024-09-26 13:54:20, 0, 1
2024-09-26 13:54:50, 0, 1
2024-09-26 13:55:20, 0, 1
2024-09-26 13:55:49, 0, 1
2024-09-26 13:56:19, 0, 1
2024-09-26 13:56:48, 0, 1
2024-09-26 13:57:17, 0, 1
2024-09-26 13:57:46, 0, 1
2024-09-26 13:58:15, 0, 1
2024-09-26 13:58:44, 0, 1
2024-09-26 13:59:14, 0, 1
2024-09-26 13:59:43, 0, 1
2024-09-26 14:02:06, 19, 20
2024-09-26 14:15:26, 19, 20
2024-09-26 14:30:23, 19, 20
2024-09-26 14:46:57, 19, 20
2024-09-26 15:05:20, 19, 20
2024-09-26 15:25:33, 19, 20
2024-09-26 15:47:20, 19, 20
2024-09-26 16:09:56, 15, 16
2024-09-26 16:29:59, 15, 16
2024-09-26 16:47:38, 0, 1
2024-09-26 16:48:50, 0, 1
2024-09-26 16:50:01, 0, 1
2024-09-26 16:51:12, 0, 1
2024-09-26 16:52:23, 0, 1
2024-09-26 16:53:35, 0, 1
2024-09-26 16:54:46, 0, 1
2024-09-26 16:55:57, 0, 1
2024-09-26 16:57:09, 0, 1
2024-09-26 16:58:20, 0, 1
2024-09-26 16:59:32, 0, 1
2024-09-26 17:00:43, 0, 1
2024-09-26 17:01:58, 0, 1
2024-09-26 17:03:09, 0, 1
2024-09-26 17:04:56, 2, 3
2024-09-26 17:13:09, 19, 20
2024-09-26 17:39:43, 8, 9
2024-09-26 17:50:57, 0, 1
2024-09-26 17:52:18, 0, 1
2024-09-26 17:53:38, 0, 1
2024-09-26 17:54:59, 0, 1
2024-09-26 17:56:19, 0, 1
2024-09-26 17:57:40, 0, 1
2024-09-26 17:59:00, 0, 1
2024-09-26 18:00:20, 0, 1
2024-09-26 18:01:40, 0, 1
2024-09-26 18:03:01, 0, 1
2024-09-26 18:04:21, 0, 1
2024-09-26 18:05:42, 0, 1
2024-09-26 18:07:03, 0, 1
2024-09-26 18:08:23, 0, 1
2024-09-26 18:09:43, 0, 1
2024-09-26 18:11:03, 0, 1
2024-09-26 18:12:23, 0, 1
2024-09-26 18:13:43, 0, 1
2024-09-26 18:15:04, 0, 1
2024-09-26 18:16:24, 0, 1
2024-09-26 18:17:44, 0, 1
2024-09-26 18:19:04, 0, 1
2024-09-26 18:20:24, 0, 1
2024-09-26 18:26:58, 19, 20
2024-09-26 18:53:52, 0, 1
2024-09-26 18:55:19, 0, 1
2024-09-26 18:56:47, 0, 1
2024-09-26 18:58:14, 0, 1
2024-09-26 18:59:40, 0, 1
2024-09-26 19:01:08, 0, 1
2024-09-26 19:02:36, 0, 1
2024-09-26 19:04:02, 0, 1
2024-09-26 19:05:29, 0, 1
2024-09-26 19:06:57, 0, 1
2024-09-26 19:08:25, 0, 1
2024-09-26 19:09:52, 0, 1
2024-09-26 19:11:19, 0, 1
2024-09-26 19:12:46, 0, 1
2024-09-26 19:14:13, 0, 1
2024-09-26 19:15:40, 0, 1
2024-09-26 19:17:07, 0, 1
2024-09-26 19:18:35, 0, 1
2024-09-26 19:20:02, 0, 1
2024-09-26 19:21:30, 0, 1
2024-09-26 19:22:57, 0, 1
2024-09-26 19:24:24, 0, 1
2024-09-26 19:25:52, 0, 1
2024-09-26 19:27:19, 0, 1
2024-09-26 19:28:47, 0, 1
2024-09-26 19:30:14, 0, 1
2024-09-26 19:31:42, 0, 1
2024-09-26 19:33:09, 0, 1
2024-09-26 19:34:37, 0, 1
2024-09-26 19:36:04, 0, 1
2024-09-26 19:37:32, 0, 1
2024-09-26 19:38:59, 0, 1
2024-09-26 19:40:27, 0, 1
2024-09-26 19:41:54, 0, 1
2024-09-26 19:43:20, 0, 1
2024-09-26 19:44:48, 0, 1
2024-09-26 19:46:15, 0, 1
2024-09-26 19:47:42, 0, 1
2024-09-26 19:49:09, 0, 1
2024-09-26 19:56:23, 19, 20
2024-09-26 20:25:36, 0, 1
2024-09-26 20:27:10, 0, 1
2024-09-26 20:28:44, 0, 1
2024-09-26 20:36:32, 19, 20
2024-09-26 21:07:47, 0, 1
2024-09-26 21:09:27, 0, 1
2024-09-26 21:11:09, 0, 1
2024-09-26 21:12:50, 0, 1
2024-09-26 21:14:32, 0, 1
2024-09-26 21:16:24, 0, 1
2024-09-26 21:18:04, 0, 1
2024-09-26 21:19:45, 0, 1
2024-09-26 21:28:10, 19, 20
2024-09-26 22:07:17, 12, 13
