2024-09-28 12:39:09, 20, 20
2024-09-28 12:39:57, 9, 9
2024-09-28 12:40:29, 14, 14
2024-09-28 12:41:31, 16, 16
2024-09-28 12:43:08, 18, 18
2024-09-28 12:45:30, 19, 19
2024-09-28 12:48:41, 18, 18
2024-09-28 12:52:45, 18, 18
2024-09-28 12:57:31, 20, 20
2024-09-28 13:03:57, 20, 20
2024-09-28 13:11:43, 20, 20
2024-09-28 13:20:54, 20, 20
2024-09-28 13:31:30, 20, 20
2024-09-28 13:43:46, 20, 20
2024-09-28 13:57:55, 20, 20
2024-09-28 14:13:34, 20, 20
2024-09-28 14:31:02, 20, 20
2024-09-28 14:50:49, 20, 20
2024-09-28 15:12:34, 20, 20
2024-09-28 15:36:34, 20, 20
2024-09-28 16:02:56, 20, 20
2024-09-28 16:31:52, 20, 20
2024-09-28 17:03:29, 20, 20
2024-09-28 17:37:49, 20, 20
2024-09-28 18:14:38, 20, 20
2024-09-28 18:54:30, 20, 20
2024-09-28 19:37:38, 20, 20
